Name,Dominance,THC,CBD,Terpenes,Calm/Energize,Feelings,Helps,Negative,Join_name
BC Big Bud,,,,,-0.4096,"['Relaxed 85%', 'Happy 65%', 'Euphoric 63%', 'Uplifted 48%', 'Creative 46%']","['Stress 51%', 'Pain 42%', 'Depression 36%', 'Lack of appetite 36%', 'Anxiety 34%']","['Dry mouth 46%', 'Dry eyes 34%', 'Dizzy 12%', 'Paranoid 10%', 'Anxious 8%']",bc big bud
Cadillac Cookies,THC Dominant,,,,,,,,cadillac cookies
Puna Budder,THC Dominant,,,,,,,,puna budder
Paris OG,THC Dominant,19–22% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Myrcene']",-0.8963,"['Relaxed 68%', 'Sleepy 44%', 'Happy 41%', 'Euphoric 36%', 'Uplifted 26%']","['Stress 36%', 'Insomnia 33%', 'Pain 28%', 'Anxiety 25%', 'Depression 19%']","['Dry mouth 19%', 'Dry eyes 14%', 'Dizzy 4%', 'Paranoid 4%', 'Headache 3%']",paris og
Super Blue Dream,THC Dominant,17–19% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",0.5821,"['Happy 57%', 'Euphoric 51%', 'Uplifted 49%', 'Relaxed 48%', 'Creative 37%']","['Stress 40%', 'Depression 30%', 'Anxiety 26%', 'Pain 21%', 'Fatigue 13%']","['Dry mouth 29%', 'Dry eyes 20%', 'Dizzy 8%', 'Paranoid 6%', 'Headache 4%']",super blue dream
Golden Calyx,THC Dominant,,,,,,,,golden calyx
In The Pines,THC Dominant,14–17% THC,< 1% CBD,,0.8966,"['Happy 62%', 'Uplifted 59%', 'Focused 56%', 'Energetic 46%', 'Creative 43%']","['Inflammation 34%', 'Pain 31%', 'Depression 25%', 'Stress 25%', 'Fatigue 18%']","['Dizzy 6%', 'Dry eyes 6%', 'Dry mouth 6%', 'Headache 6%', 'Paranoid 3%']",in the pines
Hippie Chicken,THC Dominant,,,,0.8503,,,,hippie chicken
Early Girl,THC Dominant,18–21% THC,< 1% CBD,,-0.2834,"['Relaxed 49%', 'Euphoric 42%', 'Happy 38%', 'Hungry 35%', 'Giggly 33%']","['Pain 38%', 'Stress 33%', 'Anxiety 28%', 'Depression 20%', 'Insomnia 13%']","['Dry mouth 30%', 'Dry eyes 23%', 'Paranoid 10%', 'Dizzy 6%', 'Anxious 3%']",early girl
Lifter,CBD Dominant,< 1% THC,14–16% CBD,"['Myrcene', 'Caryophyllene', 'Ocimene']",0.4356,,,,lifter
Headbanger,THC Dominant,20–22% THC,< 1% CBD,,0.4532,"['Euphoric 55%', 'Happy 53%', 'Relaxed 49%', 'Uplifted 49%', 'Energetic 33%']","['Depression 30%', 'Stress 29%', 'Pain 24%', 'Lack of appetite 16%', 'Anxiety 16%']","['Dry mouth 27%', 'Dry eyes 10%', 'Dizzy 6%', 'Headache 6%', 'Anxious 4%']",headbanger
Cold Creek Kush,THC Dominant,,,,0.033,"['Relaxed 66%', 'Happy 57%', 'Euphoric 55%', 'Uplifted 41%', 'Creative 35%']","['Stress 35%', 'Pain 33%', 'Depression 30%', 'Anxiety 23%', 'Insomnia 19%']","['Dry mouth 32%', 'Dry eyes 21%', 'Paranoid 7%', 'Anxious 5%', 'Dizzy 3%']",cold creek kush
Cabbage Patch,THC Dominant,,,,,,,,cabbage patch
Shipwreck,,,,,0.4933,"['Happy 67%', 'Euphoric 46%', 'Energetic 41%', 'Relaxed 40%', 'Uplifted 36%']","['Stress 40%', 'Pain 35%', 'Depression 23%', 'Fatigue 20%', 'Headaches 20%']","['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 6%', 'Paranoid 4%', 'Anxious 1%']",shipwreck
Sky Master,THC Dominant,,,,,,,,sky master
CBD Shark,,,,,-0.8599,"['Relaxed 75%', 'Happy 41%', 'Focused 35%', 'Sleepy 30%', 'Euphoric 21%']","['Pain 44%', 'Stress 44%', 'Anxiety 44%', 'Inflammation 31%', 'Depression 25%']","['Dry mouth 22%', 'Dry eyes 15%', 'Dizzy 4%', 'Anxious 2%', 'Paranoid 2%']",cbd shark
Tangenesia,THC Dominant,,,,,,,,tangenesia
Thunderbird Rose,THC Dominant,,,,,,,,thunderbird rose
Raindance,THC Dominant,,,,-0.4872,,,,raindance
Blue Kripple,THC Dominant,,,,,,,,blue kripple
Wally OG,THC Dominant,,,,,,,,wally og
Ken's Kush,,,,,-0.8064,"['Relaxed 90%', 'Happy 63%', 'Euphoric 54%', 'Aroused 45%', 'Focused 36%']","['Stress 31%', 'Pain 27%', 'Insomnia 22%', 'Depression 18%', 'Muscle spasms 18%']","['Dry mouth 27%', 'Dry eyes 22%', 'Anxious 9%']",ken's kush
Jazz,THC Dominant,14–19% THC,< 1% CBD,,0.7412,"['Uplifted 62%', 'Happy 41%', 'Relaxed 41%', 'Euphoric 37%', 'Energetic 33%']","['Stress 41%', 'Depression 33%', 'Anxiety 33%', 'Pain 29%', 'Fatigue 20%']","['Dry mouth 20%', 'Dry eyes 12%', 'Anxious 8%', 'Paranoid 8%', 'Dizzy 4%']",jazz
Master Yoda,THC Dominant,,,,-0.4977,"['Relaxed 67%', 'Happy 48%', 'Euphoric 47%', 'Uplifted 40%', 'Sleepy 30%']","['Stress 29%', 'Pain 25%', 'Anxiety 24%', 'Depression 22%', 'Insomnia 20%']","['Dry mouth 24%', 'Dry eyes 13%', 'Dizzy 4%', 'Paranoid 4%', 'Anxious 3%']",master yoda
LAPD,THC Dominant,,,,,,,,lapd
Moon Cookies,THC Dominant,,,,,,,,moon cookies
Blue Sherbert,,,,,-0.1007,,,,blue sherbert
Cambodian Haze,THC Dominant,,,,,,,,cambodian haze
Brian Berry Honey Lemon,THC Dominant,,,,,,,,brian berry honey lemon
Maui Berry,THC Dominant,,,,,,,,maui berry
AK-48,THC Dominant,14–16% THC,< 1% CBD,,0.4615,"['Happy 61%', 'Uplifted 52%', 'Euphoric 48%', 'Relaxed 48%', 'Creative 33%']","['Stress 40%', 'Anxiety 29%', 'Pain 28%', 'Depression 27%', 'Insomnia 16%']","['Dry mouth 34%', 'Dry eyes 16%', 'Paranoid 10%', 'Dizzy 8%', 'Headache 4%']",ak-48
Jamaican Pearl,THC Dominant,,,,0.9129999999999999,"['Euphoric 69%', 'Happy 61%', 'Uplifted 51%', 'Creative 43%', 'Energetic 41%']","['Stress 56%', 'Anxiety 56%', 'Depression 23%', 'Pain 23%', 'Nausea 17%']","['Dry mouth 38%', 'Dry eyes 30%', 'Dizzy 15%', 'Paranoid 10%', 'Headache 5%']",jamaican pearl
Trinity,THC Dominant,14–19% THC,< 1% CBD,,0.93,"['Uplifted 61%', 'Happy 59%', 'Euphoric 47%', 'Energetic 41%', 'Creative 37%']","['Depression 38%', 'Stress 38%', 'Anxiety 34%', 'Pain 26%', 'PTSD 13%']","['Dry mouth 22%', 'Dry eyes 15%', 'Paranoid 6%', 'Dizzy 4%', 'Headache 3%']",trinity
Flo Walker,THC Dominant,,,,,,,,flo walker
Pure Kush,THC Dominant,15–19% THC,< 1% CBD,,-0.9095,"['Relaxed 61%', 'Sleepy 54%', 'Happy 53%', 'Euphoric 47%', 'Hungry 34%']","['Insomnia 46%', 'Stress 46%', 'Pain 43%', 'Anxiety 33%', 'Nausea 19%']","['Dry mouth 32%', 'Dry eyes 20%', 'Paranoid 7%', 'Dizzy 6%', 'Headache 3%']",pure kush
Cinex,THC Dominant,13–17% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Pinene']",0.9221,"['Happy 53%', 'Energetic 53%', 'Uplifted 50%', 'Focused 47%', 'Creative 44%']","['Stress 31%', 'Depression 31%', 'Anxiety 24%', 'Pain 23%', 'Fatigue 16%']","['Dry mouth 19%', 'Dry eyes 12%', 'Anxious 6%', 'Paranoid 5%', 'Dizzy 5%']",cinex
Crater Lake,THC Dominant,18–20% THC,< 1% CBD,,0.759,,,,crater lake
Captain's Cake,THC Dominant,,,,-0.4872,"['Relaxed 78%', 'Happy 75%', 'Euphoric 56%', 'Uplifted 39%', 'Focused 34%']","['Stress 42%', 'Depression 32%', 'Pain 31%', 'Anxiety 26%', 'Insomnia 18%']","['Dry mouth 12%', 'Dry eyes 7%', 'Headache 3%']",captain's cake
Lemon Ice,THC Dominant,17–18% THC,< 1% CBD,,0.9642,,,,lemon ice
Bubble Bomb,THC Dominant,16–19% THC,< 1% CBD,,,,,,bubble bomb
Super G,THC Dominant,,,,,,,,super g
Reclining Buddha,THC Dominant,,,,,,,,reclining buddha
Ambrosia,THC Dominant,15–20% THC,< 1% CBD,,0.6893,"['Happy 72%', 'Creative 64%', 'Uplifted 57%', 'Euphoric 50%', 'Relaxed 48%']","['Stress 50%', 'Depression 29%', 'Anxiety 27%', 'Pain 25%', 'Nausea 16%']","['Dry mouth 25%', 'Dry eyes 12%', 'Anxious 5%', 'Dizzy 3%', 'Headache 3%']",ambrosia
Doctor Jamaica,THC Dominant,,,,,,,,doctor jamaica
Kid N' Kookies,THC Dominant,,,,,,,,kid n' kookies
Urkle Train Haze,THC Dominant,,,,0.1273,"['Happy 76%', 'Relaxed 67%', 'Euphoric 64%', 'Uplifted 52%', 'Creative 44%']","['Pain 52%', 'Nausea 41%', 'Stress 41%', 'Depression 38%', 'Anxiety 38%']","['Dry mouth 11%', 'Dry eyes 5%', 'Anxious 2%', 'Dizzy 2%']",urkle train haze
Four Star General,THC Dominant,,,,,,,,four star general
Ringo's Gift,CBD Dominant,< 1% THC,9–14% CBD,,-0.099,"['Relaxed 65%', 'Uplifted 44%', 'Happy 42%', 'Focused 36%', 'Creative 17%']","['Pain 42%', 'Stress 39%', 'Anxiety 38%', 'Inflammation 32%', 'Depression 24%']","['Dry mouth 14%', 'Dry eyes 10%', 'Headache 3%', 'Anxious 2%']",ringo's gift
Purple Jack,THC Dominant,,,,0.7867,"['Euphoric 64%', 'Uplifted 64%', 'Relaxed 53%', 'Focused 50%', 'Creative 42%']","['Stress 32%', 'Depression 21%', 'Fatigue 21%', 'PTSD 21%', 'Pain 17%']","['Dry mouth 28%', 'Dry eyes 21%', 'Dizzy 7%', 'Headache 3%', 'Paranoid 3%']",purple jack
Lemon Walker OG,THC Dominant,,,,0.6594,"['Happy 82%', 'Relaxed 82%', 'Uplifted 78%', 'Focused 60%', 'Energetic 56%']","['Depression 69%', 'Stress 43%', 'Pain 34%', 'Anxiety 34%', 'Muscle spasms 26%']","['Dry mouth 34%', 'Dry eyes 17%', 'Headache 13%', 'Dizzy 8%']",lemon walker og
B4,THC Dominant,,,,,,,,b4
Frosted Freak,THC Dominant,,,,0.2269,,,,frosted freak
Tillamook Strawberry,THC Dominant,14–18% THC,< 1% CBD,,0.4987,,,,tillamook strawberry
Burmese Kush,THC Dominant,14–20% THC,< 1% CBD,,-0.301,"['Relaxed 58%', 'Happy 57%', 'Euphoric 50%', 'Uplifted 39%', 'Hungry 27%']","['Stress 37%', 'Pain 28%', 'Anxiety 25%', 'Depression 24%', 'Insomnia 22%']","['Dry mouth 32%', 'Dry eyes 18%', 'Headache 5%', 'Paranoid 5%', 'Dizzy 3%']",burmese kush
Jack Wreck,THC Dominant,,,,0.9459,"['Uplifted 69%', 'Euphoric 60%', 'Energetic 52%', 'Creative 43%', 'Relaxed 43%']","['Pain 34%', 'Stress 30%', 'Depression 26%', 'Fatigue 8%', 'Insomnia 8%']","['Dry mouth 34%', 'Dry eyes 13%', 'Paranoid 8%']",jack wreck
Sour Chunk,THC Dominant,,,,,,,,sour chunk
Tangerine Haze,THC Dominant,17–18% THC,< 1% CBD,,0.9002,"['Happy 66%', 'Uplifted 59%', 'Euphoric 52%', 'Energetic 50%', 'Relaxed 40%']","['Stress 32%', 'Depression 31%', 'Anxiety 22%', 'Fatigue 16%', 'Pain 12%']","['Dry mouth 22%', 'Dry eyes 5%', 'Dizzy 4%', 'Anxious 3%', 'Headache 3%']",tangerine haze
Crockett’s Haze,THC Dominant,,,,,,,,crockett’s haze
Digweed,,,,,0.0179,,,,digweed
Hawaiian Thunder Fuck,THC Dominant,,,,0.8503,,,,hawaiian thunder fuck
Orange Cream,THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",,,,,orange cream
Flowerbomb Kush,,,,,-0.6629,"['Relaxed 84%', 'Happy 54%', 'Euphoric 50%', 'Focused 36%', 'Creative 34%']","['Stress 43%', 'Depression 31%', 'Pain 29%', 'Anxiety 27%', 'Insomnia 20%']","['Dry mouth 27%', 'Dry eyes 15%', 'Dizzy 9%', 'Anxious 4%', 'Paranoid 4%']",flowerbomb kush
AK-49,THC Dominant,,,,,,,,ak-49
Southern Lights,THC Dominant,,,,,,,,southern lights
Big Band,THC Dominant,,,,,,,,big band
SnowLAnd,THC Dominant,16–21% THC,< 1% CBD,"['Terpinolene', 'Ocimene', 'Pinene']",-0.4353,"['Relaxed 65%', 'Euphoric 52%', 'Happy 50%', 'Uplifted 42%', 'Creative 34%']","['Stress 36%', 'Anxiety 34%', 'Pain 31%', 'PTSD 31%', 'Depression 26%']","['Dry mouth 23%', 'Dry eyes 10%', 'Anxious 2%', 'Dizzy 2%', 'Headache 2%']",snowland
Blueberry Triple OG,THC Dominant,,,,,,,,blueberry triple og
SFV Dog,THC Dominant,,,,-0.0763,,,,sfv dog
Mandarin Sunset,THC Dominant,14–15% THC,< 1% CBD,,-0.6393,"['Relaxed 85%', 'Sleepy 70%', 'Happy 65%', 'Uplifted 50%', 'Creative 40%']","['Depression 45%', 'Pain 35%', 'Stress 35%', 'Insomnia 30%', 'Nausea 20%']","['Dizzy 30%', 'Dry mouth 30%', 'Anxious 25%', 'Dry eyes 20%']",mandarin sunset
Electric Lemonade,THC Dominant,,,,,,,,electric lemonade
Game Changer,THC Dominant,14–15% THC,< 1% CBD,"['Limonene', 'Pinene', 'Caryophyllene']",-0.1443,"['Relaxed 74%', 'Happy 59%', 'Uplifted 56%', 'Euphoric 46%', 'Creative 35%']","['Stress 33%', 'Depression 30%', 'Anxiety 28%', 'Pain 25%', 'Headaches 18%']","['Dry mouth 19%', 'Dry eyes 8%', 'Dizzy 7%', 'Paranoid 7%', 'Anxious 5%']",game changer
999,THC Dominant,,,,,,,,999
Leonidas,THC Dominant,,,,,,,,leonidas
Magic Beans OG,THC Dominant,,,,,,,,magic beans og
Quantum Kush,THC Dominant,16–21% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Myrcene']",0.7297,"['Happy 64%', 'Uplifted 61%', 'Euphoric 60%', 'Relaxed 57%', 'Energetic 44%']","['Depression 32%', 'Stress 32%', 'Anxiety 26%', 'Pain 17%', 'Fatigue 15%']","['Dry mouth 21%', 'Dry eyes 12%', 'Dizzy 9%', 'Anxious 2%', 'Headache 2%']",quantum kush
Lemon Bubble,THC Dominant,,,,0.9478,"['Happy 60%', 'Energetic 57%', 'Talkative 51%', 'Euphoric 48%', 'Giggly 45%']","['Depression 21%', 'Stress 21%', 'Headaches 18%', 'Muscle spasms 15%', 'Pain 15%']","['Dry mouth 21%', 'Anxious 6%', 'Paranoid 6%', 'Dizzy 3%', 'Dry eyes 3%']",lemon bubble
Biker Kush,THC Dominant,15–19% THC,< 1% CBD,,,,,,biker kush
Cheesewreck,THC Dominant,,,,-0.2333,"['Euphoric 58%', 'Happy 54%', 'Relaxed 54%', 'Uplifted 34%', 'Sleepy 28%']","['Anxiety 28%', 'Stress 26%', 'Insomnia 23%', 'Pain 23%', 'Depression 21%']","['Dry mouth 30%', 'Dry eyes 13%', 'Paranoid 13%', 'Anxious 10%', 'Dizzy 8%']",cheesewreck
Harry Potter,THC Dominant,,,,,,,,harry potter
Cheese Candy,THC Dominant,15–18% THC,< 1% CBD,,-0.5935,"['Relaxed 80%', 'Happy 50%', 'Uplifted 42%', 'Euphoric 40%', 'Hungry 40%']","['Pain 37%', 'Depression 35%', 'Lack of appetite 35%', 'Stress 32%', 'Anxiety 30%']","['Dry mouth 27%', 'Anxious 10%', 'Dry eyes 10%', 'Dizzy 7%', 'Paranoid 5%']",cheese candy
Charlie Sheen,THC Dominant,,,,-0.0262,"['Relaxed 62%', 'Happy 59%', 'Euphoric 49%', 'Uplifted 45%', 'Energetic 31%']","['Stress 35%', 'Pain 30%', 'Depression 19%', 'Anxiety 18%', 'Fatigue 17%']","['Dry mouth 28%', 'Dry eyes 11%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 4%']",charlie sheen
Blueberry Dream,THC Dominant,,,,-0.2663,"['Happy 68%', 'Relaxed 62%', 'Focused 40%', 'Creative 31%', 'Energetic 28%']","['Stress 40%', 'Depression 34%', 'Pain 31%', 'Anxiety 31%', 'Fatigue 18%']","['Dizzy 12%', 'Dry eyes 12%', 'Dry mouth 12%', 'Anxious 3%']",blueberry dream
Dirty Old Bastard,THC Dominant,,,,,,,,dirty old bastard
Sour Bubba,THC Dominant,,,,0.0576,,,,sour bubba
Sexxpot,THC Dominant,,,,,,,,sexxpot
Alien Rock Candy,THC Dominant,17–23% THC,< 1% CBD,,-0.7047,"['Relaxed 72%', 'Euphoric 60%', 'Happy 57%', 'Uplifted 36%', 'Sleepy 28%']","['Pain 32%', 'Stress 31%', 'Insomnia 28%', 'Depression 23%', 'Anxiety 15%']","['Dry mouth 23%', 'Dry eyes 11%', 'Dizzy 7%', 'Paranoid 4%', 'Anxious 2%']",alien rock candy
Manitoba Poison,THC Dominant,,,,,,,,manitoba poison
Morning Star,THC Dominant,,,,0.9339,"['Euphoric 56%', 'Uplifted 56%', 'Happy 39%', 'Energetic 34%', 'Creative 30%']","['Stress 52%', 'Anxiety 43%', 'Nausea 21%', 'Insomnia 17%', 'Pain 17%']","['Dry mouth 43%', 'Dry eyes 30%', 'Dizzy 21%', 'Headache 17%', 'Paranoid 13%']",morning star
Hayley's Haze,THC Dominant,,,,,,,,hayley's haze
Purple Monkey Balls,THC Dominant,17–24% THC,< 1% CBD,,-0.6977,"['Relaxed 69%', 'Happy 49%', 'Euphoric 43%', 'Sleepy 34%', 'Uplifted 32%']","['Stress 32%', 'Pain 27%', 'Insomnia 21%', 'Depression 19%', 'Lack of appetite 19%']","['Dry mouth 30%', 'Paranoid 20%', 'Anxious 19%', 'Dry eyes 8%', 'Headache 1%']",purple monkey balls
Durban Princess,THC Dominant,,,,,,,,durban princess
Green Line OG,,,,,0.2269,,,,green line og
Dreamer’s Glass,THC Dominant,,,,,,,,dreamer’s glass
PVC OG,THC Dominant,21–23% THC,< 1% CBD,,,,,,pvc og
Brazil Amazonia,THC Dominant,,,,,,,,brazil amazonia
Bio-Jesus,,,,,-0.8619,"['Relaxed 63%', 'Happy 45%', 'Euphoric 44%', 'Sleepy 41%', 'Hungry 26%']","['Pain 45%', 'Stress 39%', 'Insomnia 32%', 'Anxiety 25%', 'Depression 22%']","['Dry mouth 20%', 'Dry eyes 11%', 'Dizzy 7%', 'Anxious 0%', 'Headache 0%']",bio-jesus
Double Tangie Banana,THC Dominant,16–19% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Limonene']",0.6785,"['Happy 56%', 'Uplifted 52%', 'Relaxed 45%', 'Euphoric 37%', 'Talkative 31%']","['Stress 35%', 'Depression 30%', 'Anxiety 25%', 'Pain 22%', 'Fatigue 16%']","['Dry eyes 18%', 'Dry mouth 17%', 'Paranoid 4%', 'Headache 3%', 'Anxious 2%']",double tangie banana
Grape Soda,THC Dominant,15–19% THC,< 1% CBD,,-0.9836,,,,grape soda
Sour Cherry Sherbert,,,,,0.631,,,,sour cherry sherbert
Raspberry Cough,,,,,0.9465,"['Uplifted 65%', 'Happy 62%', 'Energetic 56%', 'Euphoric 54%', 'Focused 52%']","['Depression 30%', 'Pain 29%', 'Anxiety 29%', 'Stress 27%', 'Fatigue 22%']","['Dry mouth 16%', 'Dry eyes 7%', 'Dizzy 5%', 'Anxious 4%', 'Headache 3%']",raspberry cough
Hawaiian Punch,THC Dominant,,,,0.7074,"['Happy 63%', 'Euphoric 50%', 'Uplifted 48%', 'Relaxed 44%', 'Energetic 31%']","['Stress 33%', 'Pain 23%', 'Anxiety 23%', 'Depression 20%', 'Headaches 16%']","['Dry mouth 19%', 'Dry eyes 12%', 'Paranoid 8%', 'Anxious 6%', 'Dizzy 5%']",hawaiian punch
White Durban,THC Dominant,,,,0.9876,,,,white durban
Purple Headband,THC Dominant,15–24% THC,< 1% CBD,,0.1044,"['Relaxed 59%', 'Happy 55%', 'Euphoric 51%', 'Uplifted 48%', 'Giggly 37%']","['Anxiety 40%', 'Insomnia 29%', 'Depression 25%', 'Stress 25%', 'Headaches 22%']","['Dry mouth 25%', 'Dry eyes 14%', 'Anxious 7%', 'Headache 7%']",purple headband
Boss Hogg,THC Dominant,12–17% THC,< 1% CBD,,-0.1397,"['Relaxed 70%', 'Euphoric 63%', 'Happy 56%', 'Uplifted 41%', 'Energetic 29%']","['Stress 39%', 'Pain 36%', 'Depression 31%', 'Anxiety 26%', 'Insomnia 19%']","['Dry mouth 24%', 'Dry eyes 12%', 'Paranoid 4%', 'Headache 2%']",boss hogg
Tangie Cookies,THC Dominant,17–20% THC,< 1% CBD,,0.9440000000000001,"['Euphoric 71%', 'Uplifted 62%', 'Happy 59%', 'Energetic 50%', 'Relaxed 40%']","['Anxiety 40%', 'Depression 37%', 'Stress 37%', 'Fatigue 31%', 'ADD/ADHD 28%']","['Dry mouth 31%', 'Dry eyes 15%', 'Anxious 6%', 'Paranoid 6%', 'Dizzy 3%']",tangie cookies
Alien Stardawg,THC Dominant,,,,,,,,alien stardawg
Savage Citrus Sunshine,THC Dominant,,,,,,,,savage citrus sunshine
Dream Beaver,THC Dominant,18–22% THC,< 1% CBD,,0.9129999999999999,"['Happy 73%', 'Uplifted 55%', 'Euphoric 52%', 'Creative 50%', 'Energetic 50%']","['Depression 29%', 'Stress 26%', 'Anxiety 26%', 'Fatigue 20%', 'Pain 11%']","['Dry mouth 32%', 'Dry eyes 8%', 'Anxious 5%', 'Dizzy 5%']",dream beaver
Hurkle,THC Dominant,15–19% THC,< 1% CBD,,-0.8036,"['Relaxed 81%', 'Happy 52%', 'Uplifted 37%', 'Sleepy 25%', 'Euphoric 22%']","['Pain 52%', 'Stress 50%', 'Inflammation 29%', 'Anxiety 29%', 'Depression 25%']","['Dry mouth 25%', 'Dry eyes 4%', 'Dizzy 2%']",hurkle
Murkle,THC Dominant,,,,,,,,murkle
Lennon,THC Dominant,,,,,,,,lennon
Jah Kush,THC Dominant,,,,0.7959,"['Happy 76%', 'Uplifted 68%', 'Euphoric 62%', 'Relaxed 50%', 'Creative 42%']","['Stress 40%', 'Depression 32%', 'Anxiety 28%', 'Pain 26%', 'Fatigue 16%']","['Dry mouth 38%', 'Dry eyes 20%', 'Headache 6%', 'Anxious 4%', 'Dizzy 4%']",jah kush
BHŪ,THC Dominant,,,,,,,,bhū
Sunshine #4,,,,,0.6835,"['Uplifted 61%', 'Happy 56%', 'Relaxed 54%', 'Euphoric 50%', 'Talkative 34%']","['Pain 40%', 'Stress 40%', 'Depression 31%', 'Headaches 22%', 'Muscle spasms 22%']","['Dry mouth 15%', 'Dry eyes 9%', 'Anxious 2%', 'Paranoid 2%']",sunshine #4
DJ Smoke,THC Dominant,,,,,,,,dj smoke
Cherry Bomb,THC Dominant,,,,0.7509,"['Happy 67%', 'Uplifted 53%', 'Relaxed 46%', 'Energetic 44%', 'Creative 42%']","['Stress 36%', 'Pain 30%', 'Anxiety 29%', 'Depression 24%', 'Fatigue 15%']","['Dry mouth 25%', 'Dry eyes 16%', 'Headache 6%', 'Anxious 5%', 'Dizzy 3%']",cherry bomb
Kandahar,THC Dominant,,,,,,,,kandahar
Jacked-Up,THC Dominant,,,,0.963,,,,jacked-up
Morning Glory,THC Dominant,18–19% THC,< 1% CBD,,,,,,morning glory
Bandana,THC Dominant,,,,,,,,bandana
Commerce City Kush,THC Dominant,,,,-0.9388,"['Relaxed 65%', 'Euphoric 50%', 'Happy 42%', 'Sleepy 34%', 'Hungry 26%']","['Stress 50%', 'Pain 46%', 'Insomnia 38%', 'Depression 30%', 'Anxiety 30%']","['Dry mouth 34%', 'Dry eyes 15%', 'Dizzy 7%']",commerce city kush
Blueberry Cheesecake,THC Dominant,16–21% THC,< 1% CBD,,-0.2822,"['Happy 58%', 'Relaxed 56%', 'Euphoric 45%', 'Uplifted 39%', 'Creative 34%']","['Stress 32%', 'Pain 27%', 'Anxiety 25%', 'Depression 22%', 'Insomnia 21%']","['Dry mouth 26%', 'Dry eyes 11%', 'Dizzy 7%', 'Paranoid 6%', 'Anxious 4%']",blueberry cheesecake
Holland's Hope,THC Dominant,,,,-0.6806,"['Relaxed 52%', 'Euphoric 50%', 'Happy 49%', 'Sleepy 37%', 'Uplifted 33%']","['Stress 50%', 'Pain 28%', 'Anxiety 28%', 'Depression 26%', 'Insomnia 18%']","['Dry mouth 35%', 'Dry eyes 24%', 'Paranoid 20%', 'Dizzy 5%', 'Headache 5%']",holland's hope
Pink Panties,THC Dominant,,,,-0.9023,"['Relaxed 55%', 'Sleepy 31%', 'Euphoric 27%', 'Focused 20%', 'Uplifted 17%']","['Insomnia 20%', 'Pain 17%', 'Inflammation 13%', 'Depression 10%', 'Headaches 6%']","['Dry mouth 17%', 'Headache 10%', 'Dry eyes 6%', 'Anxious 3%']",pink panties
Mammoth,THC Dominant,,,,0.1098,,,,mammoth
