Name,Brand,Rating,Price,Join_name
Blueberry Malawi,Bloom Cannabis,,,blueberry malawi
Sugar Mints - Ultra-Premium Flower,BLOOM FARMS,,50.0,sugar mints - ultra-premium flower
Nebula,Harvest,,,nebula
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Star Punch,Abundant Organics,,,star punch
Lava Cake,Arizona Organix,,,lava cake
Chemdawg 91,GOLDLEAF,,,chemdawg 91
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Cherry Pie,Dawg Star,,,cherry pie
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Jack Herer,Falcanna,,,jack herer
Lava Cake Top Tier,Aeriz,,,lava cake top tier
Tahoe OG,Williams Wonder Farms,,,tahoe og
Charlotte's Gift,Dynasty Genetics,,,charlotte's gift
Superglue,Taste Budz,4.8,,superglue
Pineapple Kush Flower,Cliffside Cannabis,,,pineapple kush flower
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Purple Punch Flower,Cloud 9 Farms,,,purple punch flower
Jungle Refinery,Apothca,,,jungle refinery
Pinkleberry Wonder,Green Source Gardens,,,pinkleberry wonder
Texas Clone Thief,Garden Remedies,,,texas clone thief
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Phoenix Lights,Sky Cannabis,,,phoenix lights
Chocolope,Level 10 LLC,,,chocolope
Wedding Cake,ENVY,,,wedding cake
Chem 3,Arizona Organix,,,chem 3
Sour Diesel ,Yilo,,,sour diesel
Grape Pie,CRU Cannabis,,,grape pie
Mr. Clean,Green Haven,,,mr. clean
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Sin Mint Cookies,BaM - Body and Mind,,,sin mint cookies
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Peaches & Diesel Marley Green Hybrid Flower ,Marley Natural,,,peaches & diesel marley green hybrid flower
Hash Haze,Terrapin Care Station,3.9,,hash haze
Ghost Train Haze,Mayflower Medicinals,,,ghost train haze
Chernobyl,Hang Roots,,,chernobyl
Hawaiian Haze Hemp Flower,Industrial Hemp Farms - IHF LLC,,,hawaiian haze hemp flower
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Jack Herer,Royal Choice Farms,,,jack herer
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Hot Donna,Fr33dom Farms,4.7,,hot donna
Cactus Breath,Sublime Brands,,,cactus breath
Dutch-47,Trail Blazin',,,dutch-47
Night Queen,Northwest Cannabis Solutions,,,night queen
Black Mamba ,Fidus PDX,,,black mamba
Dolato,Ataraxia,,,dolato
Pink Lemon-Aid Shake,Strane,,,pink lemon-aid shake
Wonder Dawg,Lotus Gold,,,wonder dawg
Dire Wolf,Lowell Herb Co.,,,dire wolf
Chem Khush,Khush Kush,,,chem khush
Citral Skunk,Phat Panda by Grow Op Farms,,,citral skunk
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Chem D,Palomar Craft Cannabis,,,chem d
Platinum Cookies 14g,Noble Farms WA,,,platinum cookies 14g
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Stardawg,Bloom Cannabis,,,stardawg
Ghost Train Haze,House of Cultivar,,,ghost train haze
Afterburner,Grow West Cannabis Company,5.0,,afterburner
Golden State Banana,Elyon Cannabis,,,golden state banana
True Indoor BaOx 1/8 Ounce CBD Hemp Flower,Boston Hempire,5.0,39.99,true indoor baox 1/8 ounce cbd hemp flower
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Persian Plum,Malibu,,65.0,persian plum
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Sour Punch,AZ Nectar Farms,4.0,,sour punch
Banana D Lime (D),The Botanist,,,banana d lime
Gorilla'd Cheese,ACE Revolution,,,gorilla'd cheese
Durban Poison Popcorn,Garden of Eden,,,durban poison popcorn
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Honey Boo Popcorn,Cresco Cannabis,,,honey boo popcorn
GG,Inhalence,,,gg
Purple Punchsicle,Exotikz,5.0,,purple punchsicle
Blissful Kush ,Green Bull Farms,,,blissful kush
Alien OG,Sunday Goods,,,alien og
Snowball #2 (70/30 Indica) (Medical),Patriot Care,,,snowball #2
 Amaretto Sour,Flow Kana,,,amaretto sour
Watermelon Zkittlez,West Coast Farms,,,watermelon zkittlez
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Chem Cookies,Honeydew Farms,,,chem cookies
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Tahoe ,INDO,,,tahoe
Citrus Sunrise,HMS Health LLC,,,citrus sunrise
Zookies,Northern Emeralds,,,zookies
Blue Lights Popcorn,Bloom Cannabis,,,blue lights popcorn
CBD Sour Tsunami,Blue Roots Cannabis Co.,,,cbd sour tsunami
Animal Mints,Williams Wonder Farms,,,animal mints
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
White Buffalo,Bloom Cannabis,,,white buffalo
NYC CBD Diesel ,Charmed Hemp,,20.0,nyc cbd diesel
Citrus Berry ,Patriot Care,5.0,,citrus berry
Mimosa,Sky Cannabis,,,mimosa
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Do-Si-Dos Flower,Cloud Cover Cannabis,,,do-si-dos flower
Sour Tangie Banana,Applegate Valley Organics,,,sour tangie banana
Hash Haze,Terrapin Care Station,3.9,,hash haze
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Nightmare Cookies,Forbidden Farms,,,nightmare cookies
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Granddaddy Purple,Aloha Botanics,,,granddaddy purple
91 MOB #3 Popcorn Nugs,Sunday Goods,,,91 mob #3 popcorn nugs
White Buffalo Gold Label,Northern Emeralds,,,white buffalo gold label
Cali Trainwreck(SWC),SWC,,,cali trainwreck
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Blueberry Ghost OG,Olympic Mountain Man Farm,,,blueberry ghost og
Chernobyl Pre-Roll - 0.5g,Cliffside Cannabis,,,chernobyl pre-roll - 0.5g
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Gold Leaf Juggernaut 3.5g ,Gold Leaf Gardens,,,gold leaf juggernaut 3.5g
Blueberry,Flow Kana,,,blueberry
Marley Red CBD-Rich,Marley Natural,4.5,,marley red cbd-rich
Orange Headband,High Five Farms,,,orange headband
9 Pound Hammer (Med),Oregon Roots,,,9 pound hammer
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Chem Mint,House of Cultivar,,,chem mint
Hash Haze,Terrapin Care Station,3.9,,hash haze
Black Mamba,Green Force Pharm,5.0,,black mamba
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Emerald City Kush Popcorn,Sol Flower,,,emerald city kush popcorn
Animal Mints,Omura,,35.0,animal mints
Black Lime Special Reserve,Sunday Goods,,,black lime special reserve
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Gelato #33,Yilo,,,gelato #33
Golden Lemons,Benson Elvis,,,golden lemons
Power Nap,Applegate Valley Organics,5.0,,power nap
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Pomelo Cookies,Sunday Goods,,,pomelo cookies
Kimbo Kush,Driftboat,,,kimbo kush
Hulkamania,Jet City Gardens,,,hulkamania
Mountain Girl Blue,Pilot Farm,,,mountain girl blue
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Legion Grown- Gorilla Kush,Legion of Bloom,,25.0,legion grown- gorilla kush
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Cherry Wonka ,Dawg Star,,,cherry wonka
GSC,OG Exotics,,,gsc
Sunset Sherbet,Artizen Cannabis,,,sunset sherbet
CBD Dancehall 1g,Puffin Farm,,,cbd dancehall 1g
Platinum Kush,Freddy's Fuego,,,platinum kush
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Pink,Forbidden Farms,,,pink
Grape Ape,Bloom Cannabis,,,grape ape
Lemon Cooler #6,Royal Choice Farms,,,lemon cooler #6
Chem Fernando,"Four Season Farm, LLC",5.0,,chem fernando
Chem 91 ,Arizona Organix,,,chem 91
Hash Haze,Terrapin Care Station,3.9,,hash haze
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Wonder Gas,Lotus Gold,,,wonder gas
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Jam Sessions,East Fork Cultivars,,,jam sessions
Original Glue (GG #4),Central Ave,,,original glue
Super Sour Diesel,Okanogan Gold,,,super sour diesel
Bodega Bubblegum,Liberty,5.0,,bodega bubblegum
Mango Hash Plant,HerbaBuena,,50.0,mango hash plant
Karmarado OG,Sky Cannabis,,,karmarado og
Twelve,Fifty Fold,,,twelve
Shark Bite OG,Wildfire Cannabis Company,,,shark bite og
Hash Haze,Terrapin Care Station,3.9,,hash haze
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Apple Sunday,Kiamichi Skies,,,apple sunday
Sonoran Cooler,Copperstate Farms,,,sonoran cooler
Little Buds: Lemon Skunk,Project M,,,little buds: lemon skunk
Pucker,Common Citizen,,,pucker
Glue 75%,Bloom Cannabis,,,glue 75%
Dawg Popcorn Nugs,Sunday Goods,,,dawg popcorn nugs
Chem 4 X Lashkar Gah Afghani #7,Khush Kush,,,chem 4 x lashkar gah afghani #7
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Savage Squeezin #15,District Cannabis,,,savage squeezin #15
Freedom,7 Points Oregon,5.0,,freedom
Budder OG Popcorn,Bloom Cannabis,,,budder og popcorn
MAC,KNBIS,,,mac
Point Blank,Phat Panda by Grow Op Farms,,,point blank
Hash Haze,Terrapin Care Station,3.9,,hash haze
Donny Burger,Bubonic Black,,,donny burger
Sour OG,Marley Natural,,,sour og
West Coast Dawg,,,,west coast dawg
The Wife,Terrapin Care Station,4.8,,the wife
Boss OG,Bloom Cannabis,,,boss og
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Sherbet - Xotic Flavorz,Emerald Family Farms,,,sherbet - xotic flavorz
Holiday Edition 3x Sour (1oz./28g) - Private Stock,Claybourne Co.,,,holiday edition 3x sour  - private stock
Triangle Kush Bong Buddies,Phat Panda by Grow Op Farms,,,triangle kush bong buddies
V Kush,Tryke Companies,4.7,,v kush
GG (f.k.a Gorilla Glue),Khush Kush,,,gg
91 Mob #3,Sunday Goods,,,91 mob #3
Chem Brulee Flower,Cloud 9 Farms,,,chem brulee flower
Sunshine Daydream,Guest Strain,,,sunshine daydream
Lemon OG,Florigen Organics,,,lemon og
Premium Peanut Butter Breath,Arizona Organix,,,premium peanut butter breath
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Mama Mia,Sky Cannabis,,,mama mia
Fat Nelson,Sundance Gardens,,,fat nelson
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Black Lime Reserve,Emerald Family Farms,,,black lime reserve
Crown Royal ,GreenRush Cannabis,,,crown royal
WCG B Bud,Boring Weed Co.,,,wcg b bud
Dog Walker,Dawg Star,,,dog walker
Remedy Hemp flower,Charmed Hemp,,20.0,remedy hemp flower
Northern Lights,Bedford Grow,,,northern lights
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Purple Punch,Elyon Cannabis,,,purple punch
Purple Guava,Fig Farms,,,purple guava
Heavenly OG,Northwest Cannabis Solutions,,,heavenly og
Animal Mints BX1 #2 (70/30 Indica) (Medical),Patriot Care,,,animal mints bx1 #2
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Citral Skunk,Phat Panda by Grow Op Farms,,,citral skunk
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Larry OG,AZ Nectar Farms,5.0,,larry og
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Do-Si-Dos,Mohave Cannabis Co,,,do-si-dos
Cherry Hills,Veritas Farms,,,cherry hills
Premium Mendo Breath,Harvest,,,premium mendo breath
Headband,Liberty,,,headband
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
White Lotus,Mad Terp Labs (MTL),,,white lotus
Candyland,Phat Panda by Grow Op Farms,,,candyland
Purple Urkle,Flow Kana,,,purple urkle
Chocolate Hashberry Popcorn,Bloom Cannabis,,,chocolate hashberry popcorn
Purple Panty Dropper,True Humboldt,5.0,,purple panty dropper
Jupiter OG,Tryke Companies,,,jupiter og
Wedding Cake,Arizona Organix,,,wedding cake
Kush Cake Flower,Panacea Cannabis,5.0,,kush cake flower
Lucinda Williams,Ilera Healthcare,5.0,,lucinda williams
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
 Durban CBD 1:1,Flow Kana,,,durban cbd 1:1
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
King Musa,Arizona Organix,,,king musa
Silverback,Applegate Valley Organics,,,silverback
Sour Apple,High Tide Cannabis Company,,,sour apple
Tasty Waves,Solstice,5.0,,tasty waves
Super Skunk ,Makru Farms,,,super skunk
Premium Spiked Punch,Arizona Organix,,,premium spiked punch
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Black Banana F2,Patriot Care,,,black banana f2
Outer Space Popcorn,Cresco Cannabis,,,outer space popcorn
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
African Cheese,Sublime Brands,,,african cheese
Holiday Edition Kush Mints (1oz./28g) - Private Stock,Claybourne Co.,,,holiday edition kush mints  - private stock
Sundae Driver,Freddy's Fuego,,,sundae driver
Bubble Gum Strain CBD Hemp Flower,Industrial Hemp Farms - IHF LLC,,4.99,bubble gum strain cbd hemp flower
Agent Orange,Tropizen/TPZ Ventures,,,agent orange
Chaos Kush #2,Liberty,,,chaos kush #2
Grape Ape,Sundance Gardens,,,grape ape
Cherry Pie,Eureka Cultivation,,,cherry pie
Hawaiian Dutch,Pono Life Maui,,,hawaiian dutch
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Chocolope (Sativa) (Medical),Patriot Care,,,chocolope
Lucky Charms,High End Farms,5.0,,lucky charms
Hawaiian Sugar Cookies,Forbidden Farms,,,hawaiian sugar cookies
Ken's GDP,Bloom Cannabis,,,ken's gdp
Citrus Sap Flower,Cloud 9 Farms,,,citrus sap flower
Gelato #45,High Tide Cannabis Company,4.5,,gelato #45
Wing Attack Plan R,Shepherd’s Meadow Farm,,,wing attack plan r
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Purple Sour Diesel Shake,Washington Bud Company,,,purple sour diesel shake
Ghost Train Haze Popcorn Nugs,Sunday Goods,,,ghost train haze popcorn nugs
Ex Wife Bong Buddies,Phat Panda by Grow Op Farms,,,ex wife bong buddies
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Fruit Punch,Phat Panda by Grow Op Farms,,,fruit punch
Raskal OG,Tall Tree Society,,,raskal og
Purple Dawg,Revolutionary Clinics,,,purple dawg
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Pre 98 Bubba ,Grassroots Cannabis,,,pre 98 bubba
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Biohazard,Grow West Cannabis Company,5.0,,biohazard
UK Cheese,DTF - Downtown Flower,,10.0,uk cheese
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Gelato Strain CBD Hemp Flower,Industrial Hemp Farms - IHF LLC,,4.99,gelato strain cbd hemp flower
9 Pound Hammer,Artizen Cannabis,,,9 pound hammer
Purple Sasquatch,Western Cultured by Hannah Industries,,,purple sasquatch
Blueberry,Noble Farms OR,,,blueberry
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Caramel Cream,UKU,,,caramel cream
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
The Flav,Mojave,,,the flav
The Pineapple,Artizen Cannabis,,,the pineapple
Lemon Ice,In Good Health,,,lemon ice
Rug Burn OG,Sunday Goods,,,rug burn og
Granddaddy Purple,Sira Naturals,5.0,,granddaddy purple
Primo Cherry,Abatin Wellness,,,primo cherry
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Klingon,Soulshine Cannabis,4.3,,klingon
Sour Banana Dubb,House of Cultivar,,,sour banana dubb
Strawberry Cough,Royal Choice Farms,,,strawberry cough
Wookies,Grassroots Cannabis,4.7,,wookies
Chocolate Truffle - Premium Sun-grown,BLOOM FARMS,,,chocolate truffle - premium sun-grown
Wonder Goji,Lotus Gold,,,wonder goji
G4,Sunday Goods,,,g4
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Pineapple Upside Down Cake (1oz./28g) - Private Stock,Claybourne Co.,,,pineapple upside down cake  - private stock
Lemon Royale,Eugreen,,,lemon royale
Grape Pie,Korova,,,grape pie
Connect 401,Canndescent,,,connect 401
Hash Haze,Terrapin Care Station,3.9,,hash haze
Alien Grapevine,TRU Infusion,,,alien grapevine
Purple Linda,Bedford Grow,,,purple linda
Special Cookies,Flow Kana,,,special cookies
24k Gold,Pura Vida Cannabis,,,24k gold
9 Pound Hammer,Oregon Roots,,,9 pound hammer
Hash Haze,Terrapin Care Station,3.9,,hash haze
Grandaddy Purp,Arizona Organix,,,grandaddy purp
Mandarin Cookies V2 - Balance,rythm,,,mandarin cookies v2 - balance
MÜV Kief- Rebel Cookies ,MÜV Products,,,müv kief- rebel cookies
Bugatti OG,Sunday Goods,,,bugatti og
Connie Chung,Pagoda,,,connie chung
Cinderella's Dream,Dawg Star,,,cinderella's dream
Outdoor Cherry CBD Hemp Flower,Industrial Hemp Farms - IHF LLC,,3.99,outdoor cherry cbd hemp flower
Wedding Cake,Sky Cannabis,,,wedding cake
Lemon Bubblegum,High Grade AZ,,,lemon bubblegum
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Cherry Sprite,Earthly Delights of Maine,,,cherry sprite
Animal Candy #6,Harvest of Tucson,,,animal candy #6
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Atomic Glue,Moani Naturals,,,atomic glue
Grapefruit Juice,Urban Pharms,,,grapefruit juice
Banana Zplit,Lotus Gold,,,banana zplit
Secret Mints,Bloom County,,,secret mints
Capone Cookies,Yuma Way LLC,,,capone cookies
White Apricot Sherbert Shake 0.125oz,Driftboat,,,white apricot sherbert shake 0.125oz
Maui Waui,Ripped City Gardens,,,maui waui
Eastern Shore OG,Culta,5.0,,eastern shore og
Pineapple Express,Regulator Xtracts,,,pineapple express
Cherry Gorilla,GOLDLEAF,4.8,,cherry gorilla
Little Buds: Raspberry Kush,Project M,,,little buds: raspberry kush
Big Apple,Lotus Gold,,,big apple
Grape Ape,Mayflower Medicinals,,,grape ape
Mimosa,Nature's,,,mimosa
Vanilla Bean ,AZ Nectar Farms,5.0,,vanilla bean
Las Vegas Bubba Kush,Bask,5.0,,las vegas bubba kush
Loaded Panda,Phat Panda by Grow Op Farms,,,loaded panda
Jack Herer,Tryke Companies,,,jack herer
CBD Cherry Bomb,Dawg Star,,,cbd cherry bomb
1:1 Alchemy,Tropizen/TPZ Ventures,,,1:1 alchemy
3rd Coast Panama Chunk,Bedford Grow,,,3rd coast panama chunk
Cinderella 99,Oregon Roots,,,cinderella 99
Purple Afghan Kush,Calyx,,,purple afghan kush
Apple Fritter OG,Marley Natural,,,apple fritter og
Cookies Glue,House of Cultivar,,,cookies glue
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Grape Ape,Arizona Organix,,,grape ape
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Lemon Tree ,Abundant Organics,,,lemon tree
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Kosher Kush,Sky Cannabis,,,kosher kush
Chemdawg,Vodis USA,4.8,,chemdawg
Granddaddy Black,,,,granddaddy black
Premium Time Traveler,Arizona Organix,,,premium time traveler
Alien Dawg,Nebula Gardens,,,alien dawg
Cheese MiniBudz,Mayflower Medicinals,,,cheese minibudz
Headband,Yerba Buena,,,headband
Blackberry Fire,Copperstate Farms,,,blackberry fire
Tina Danza,Sunday Goods,,,tina danza
Gelato Punch,Grown Rogue,,,gelato punch
Granddaddy Purple,Snickle Fritz by Grow Op Farms,,,granddaddy purple
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Holiday Edition Animal Cake (1oz./28g) - Private Stock,Claybourne Co.,,,holiday edition animal cake  - private stock
Mango Kush,Cultivated Industries,,,mango kush
Long Beach OG,LivWell,,,long beach og
Platinum OG Popcorn,Artizen Cannabis,,,platinum og popcorn
Cookies Kush,Abundant Organics,,,cookies kush
Fried Lemon Pie,AZ Nectar Farms,5.0,,fried lemon pie
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Headband,Eureka Cultivation,,,headband
Blue Blood,High Places Farms,,,blue blood
Snoop's Dream,GreenRush Cannabis,,,snoop's dream
White Wedding,High Grade AZ,,,white wedding
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
P91,Snickle Fritz by Grow Op Farms,,,p91
OG Lime Cookies,The Vault,,,og lime cookies
Ice Cream Cake (Ultra Premium),Urban Greenhouse,,,ice cream cake
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Pineapple Preserves,Flav,,,pineapple preserves
